nama_menu,harga_menu,kategori_course,profil_rasa,nama_restoran
Creamy Peanut Chili Noddles,30000,Main Course,asin gurih pedas creamy ayam mie,Bakmi Dayeng
Pangsit Kuah,23000,Appetizer,asin gurih pangsit,Bakmi Dayeng
Bakso kuah,23000,Main Course,asin gurih baso,Bakmi Dayeng
Nasi Ayam Cah Jamur,32000,Main Course,asin gurih kuah nasi ,Bakmi Dayeng
Nasi Goreng Ayam,32000,Main Course,asin gurih manis ayam sayuran baso nasi goreng,Bakmi Dayeng
Bubur Hongkong,28000,Main Course,asin gurih ayam bubur,Bakmi Dayeng
Paket Bakso Malang,15000,Main Course,asin gurih kuah baso,Baso Malang Akamsi
Bakso Penthol 1 Porsi,15000,Main Course,asin gurih kuah baso,Baso Malang Akamsi
Bakso Malang + Bakso Urat,22000,Main Course,asin gurih kuah baso,Baso Malang Akamsi
Roti Pisang Bakar Nutella Keju,46000,Dessert,manis gurih coklat keju roti pisang  bakar,Warjon Kalisari
Roti Pisang Bakar Cokelat Keju,37000,Dessert,manis gurih coklat keju roti pisang  bakar,Warjon Kalisari
Nasi Campur WARJO,27000,Main Course,asin gurih kulit ayam sayur nasi ,Warjon Kalisari
Ketan Susu Siram,17000,Dessert,manis gurih susu ketan,Warjon Kalisari
Roti Bakar Cinamon,16000,Dessert,manis cinamon susu gula roti bakar,Warjon Kalisari
Nasi Goreng Rempah,22100,Main Course,asin gurih manis rempah telur ayam nasi goreng,Warjon Kalisari
Roti Pisang Bakar Nutella Keju,46000,Dessert,manis gurih coklat keju pisang ,Warjon Kalisari
Nasi Goreng Komplit,15750,Main Course,asin gurih manis telur ayam nasi goreng,Warjon Kalisari
Nasi Ayam Bumbu Bali,16500,Main Course,asin gurih peas rempah nasi ayam,Warjon Kalisari
Nasi Kulit Cabe Garam,25000,Main Course,asin gurih pedas crispy nasi kulit ayam,Warjon Kalisari
Nasi Kulit Bumbu Bali,21500,Main Course,asin gurih pedas rempah crispy nasi kulit ayam,Warjon Kalisari
Nasi Ayam Cabe Garam,25000,Main Course,asin gurih pedas crispy nasi ayam,Warjon Kalisari
Nasi Goreng Gila,31000,Main Course,asin gurih manis sosis bakso ayam sayur telur nasi goreng,Warjon Kalisari
Nasi gila,28000,Main Course,asin gurih nasi ayam sosis bakso telur sayuran,Warjon Kalisari
Nasi Ayam Teriyaki,26000,Main Course,asin manis gurih teriyaki nasi ayam,Warjon Kalisari
Nasi kulit Sambal matah,25000,Main Course,asin gurih segar crispy nasi kulit ayam,Warjon Kalisari
Nasi Ayam Kari,27000,Main Course,asin gurih creamy nasi ayam kari,Warjon Kalisari
Indomie Goreng,14500,Main Course,asin manis gurih mie goreng,Warjon Kalisari
Indomie Rebus,14500,Main Course,asin gurih mie rebus,Warjon Kalisari
Mie Dok-Dok,22500,Main Course,asin pedas manis gurih mie rebus,Warjon Kalisari
Indomie Goreng Sambal Matah,27500,Main Course,asin pedas gurih manis segar mie bawang,Warjon Kalisari
Mie Goreng Cabai Garam,27500,Main Course,asin pedas gurih manis mie,Warjon Kalisari
Mie Bangladesh Original,25000,Main Course,asin pedas gurih rempah mie,Warjon Kalisari
Mie Tek-Tek,22500,Main Course,asin pedas gurih  mie,Warjon Kalisari
Mie Bangladesh Spesial,22500,Main Course,asin pedas gurih rempah telur mie,Warjon Kalisari
Pancong,12500,Dessert,gurih pancong,Warjon Kalisari
Roti Bakar Susu,13000,Dessert,manis susu roti bakar ,Warjon Kalisari
Pisang Bakar Susu,23000,Dessert,manis susu pisang bakar ,Warjon Kalisari
Ketan Susu,12500,Dessert,manis gurih susu ketan,Warjon Kalisari
Pancong Kitkat,28000,Dessert,manis coklat kitkat pancong,Warjon Kalisari
Pancong Lotus Biscoff,27500,Dessert,manis gurih pancong biskuit,Warjon Kalisari
Ketan Susu Lotus Biscoff,25000,Dessert,manis gurih susu ketan biskuit,Warjon Kalisari
Ketan Susu Kitkat,25000,Dessert,manis gurih susu coklat ketan,Warjon Kalisari
Pancong Nutella,35000,Dessert,manis nutella pancong,Warjon Kalisari
Omellete,18000,Appetizer,asin gurih telur,Warjon Kalisari
Tahu Cabai Garam,18000,Appetizer,asin gurih pedas crispy tahu,Warjon Kalisari
Kopi Susu Gamprit (Gula Aren),18500,Beverage,manis pahit dingin susu aren,Warjon Kalisari
Kopi Susu WARJO (Alpenliebe),18500,Beverage,manis pahit dingin susu aren karamel,Warjon Kalisari
Kopi Susu Pandan,18500,Beverage,manis pahit dingin susu pandan,Warjon Kalisari
Kopi Susu Jatiwaringin (Salted Caramel),18500,Beverage,manis pahit dingin susu karamel ,Warjon Kalisari
Soda Susu,15000,Beverage,manis dingin susu soda ,Warjon Kalisari
Ovaltine Susu Keju,20000,Beverage,manis dingin susu keju coklat ovaltine,Warjon Kalisari
Fanta Susu,16000,Beverage,manis dingin susu soda fanta,Warjon Kalisari
Ovaltine Susu,15000,Beverage,manis dingin susu coklat ovaltine,Warjon Kalisari
Max Tea Lemon,8000,Beverage,manis asam dingin lemon teh,Warjon Kalisari
Teh Manis Hangat,6500,Beverage,manis hangat teh ,Warjon Kalisari
Max Tea Tarik,11000,Beverage,manis dingin susu teh,Warjon Kalisari
Millo,10000,Beverage,manis dingin coklat milo,Warjon Kalisari
NASI GORENG AYAM,19500,Main Course,asin gurih manis nasi goreng ayam telur,Nasi Goreng Gila & Kambing Mas Hanan
NASI GORENG MAWUT,21800,Main Course,asin gurih manis nasi goreng telur bakso sosis ayam,Nasi Goreng Gila & Kambing Mas Hanan
NASI GORENG SOSIS,19500,Main Course,asin gurih manis nasi goreng telur sosis,Nasi Goreng Gila & Kambing Mas Hanan
NASI GORENG GILA KAMBING,34500,Main Course,asin gurih manis nasi goreng sosis ayam bakso kambing,Nasi Goreng Gila & Kambing Mas Hanan
NASI GORENG BAKSO,19500,Main Course,asin gurih manis nasi goreng telur bakso,Nasi Goreng Gila & Kambing Mas Hanan
NASI GORENG GILA BIASA,24000,Main Course,asin gurih pedas nasi goreng telur ayam bakso sosis,Nasi Goreng Gila & Kambing Mas Hanan
NASI GORENG GILA SPESIAL,27800,Main Course,asin gurih pedas nasi goreng telur ayam bakso ati ampela,Nasi Goreng Gila & Kambing Mas Hanan
NASI GORENG SPESIAL,26300,Main Course,asin gurih manis nasi goreng telur bakso sosis ayam ati ampela,Nasi Goreng Gila & Kambing Mas Hanan
NASI GORENG BAKSO PETE,23300,Main Course,asin gurih manis nasi goreng telur bakso pete,Nasi Goreng Gila & Kambing Mas Hanan
NASI GORENG BAKSO ATI AMPELA,23300,Main Course,asin gurih manis nasi goreng telur bakso ati ampela,Nasi Goreng Gila & Kambing Mas Hanan
NASI GORENG BAKSO TERI,23300,Main Course,asin gurih manis nasi goreng telur teri bakso,Nasi Goreng Gila & Kambing Mas Hanan
NASI GORENG BAKSO KAMBING,28500,Main Course,asin gurih manis nasi goreng telur bakso kambing,Nasi Goreng Gila & Kambing Mas Hanan
NASI PUTIH GILA BIASA,17300,Main Course,asin gurih pedas nasi goreng telur bakso sosis ayam ,Nasi Goreng Gila & Kambing Mas Hanan
NASI PUTIH GILA SPESIAL,20300,Main Course,asin gurih pedas nasi goreng telur bakso sosis ayam ati ampela,Nasi Goreng Gila & Kambing Mas Hanan
NASI GORENG TERI PETE,23300,Main Course,asin gurih manis nasi goreng telur teri pete,Nasi Goreng Gila & Kambing Mas Hanan
NASI GORENG TERI KAMPUNG TANPA KECAP,21800,Main Course,asin gurih nasi goreng telur teri ,Nasi Goreng Gila & Kambing Mas Hanan
MIE GORENG SPESIAL,26300,Main Course,asin gurih manis mie goreng telur sosis bakso ayam ati ampela,Nasi Goreng Gila & Kambing Mas Hanan
MIE GORENG BAKSO KAMBING,27800,Main Course,asin gurih manis mie goreng telur bakso kambing,Nasi Goreng Gila & Kambing Mas Hanan
KWETIAU GORENG BAKSO KAMBING,27800,Main Course,asin gurih manis kwetiau goreng telur bakso kambing,Nasi Goreng Gila & Kambing Mas Hanan
KWETIAU GORENG SPESIAL,26300,Main Course,asin gurih manis kwetiau goreng telur bakso sosis ayam ati ampela,Nasi Goreng Gila & Kambing Mas Hanan
BIHUN GORENG SPESIAL,26300,Main Course,asin gurih manis bihun goreng telur bakso sosis ayam ati ampela,Nasi Goreng Gila & Kambing Mas Hanan
BIHUN GORENG BAKSO KAMBING,27800,Main Course,asin gurih manis bihun goreng telur bakso kambing,Nasi Goreng Gila & Kambing Mas Hanan
Chicken Crispy,22950,Main Course,asin gurih crispy ayam goreng,Almaz Kalisari
4's Chicken Nugget,27000,Appetizer,gurih asin crispy nugget ayam,Almaz Kalisari
Chicken Saudi,27000,Main Course,gurih asin rempah aromatik ayam,Almaz Kalisari
Cream Soup,17550,Appetizer,creamy gurih hangat sup krim,Almaz Kalisari
French Fries,24300,Appetizer,gurih asin crispy kentang goreng,Almaz Kalisari
Nasi Kebuli,22950,Main Course,gurih asin rempah aromatik nasi kebuli,Almaz Kalisari
Nasi Putih,9450,Main Course,gurih ringan hangat nasi putih,Almaz Kalisari
Beef Burger,40500,Main Course,gurih asin juicy beef burger,Almaz Kalisari
Chicken Curry Burger,33750,Main Course,gurih asin rempah kari ayam burger,Almaz Kalisari
Air Mineral 600ml,10800,Beverage,segar netral air mineral,Almaz Kalisari
Chocomilk,20250,Main Course,manis creamy dingin coklat susu,Almaz Kalisari
Datemilk,20250,Main Course,manis creamy legit susu kurma,Almaz Kalisari
Lemon Tea,17550,Beverage,manis asam segar teh lemon,Almaz Kalisari
Lychee Sparkling,13500,Main Course,manis segar soda leci,Almaz Kalisari
Orange Juice,17550,Main Course,manis asam segar jeruk,Almaz Kalisari
Qahwa,17550,Main Course,pahit aromatik rempah kopi arab,Almaz Kalisari
Tea Hijaz Pandan (Hot),13500,Main Course,manis floral hangat teh pandan,Almaz Kalisari
Tea Hijaz Pandan (Ice),13500,Main Course,manis floral segar dingin teh pandan,Almaz Kalisari
Teh Botol Sosro,10800,Beverage,manis segar teh melati,Almaz Kalisari
